,Title,Employee,Location,type,Expire_date,catogry
140,Customer Service Executives,HSBC Bank,Colombo,Full-Time,25/05/2022 ,banking
141,Business Development Officers - Male,Reputed Bank In Sri Lanka,Colombo,Full-Time,25/05/2022 ,banking
142,Fund Administrator,HSBC Bank,Colombo,Full-Time,25/05/2022 ,banking
143,Fund Accountant,HSBC Bank,Colombo,Full-Time,25/05/2022 ,banking
144,Analyst - Personal Finance,PlanLogic,Colombo,Full-Time,25/05/2022 ,banking
145,Trainee Business Development Officers - Male,Reputed Bank In Sri Lanka,Colombo,Full-Time,25/05/2022 ,banking
146,Internship (Information Security / Information Technology Risk / Information System Auditing),Citizens Development Business Finance PLC (CDB),"Colombo,IslandWide",Full-Time,25/05/2022 ,banking
147,Assistant - Financial Crime Compliance (Transaction monitoring),Nations Trust Bank,Colombo,Full-Time,25/05/2022 ,banking
148,Associate Manager - Internal Audit - Darley Road Insurance Premises,LOLC Holdings PLC,Colombo,Full-Time,25/05/2022 ,banking
149,Assistant Vice President Change Manager - Global Data Services,HSBC Bank,Colombo,Full-Time,25/05/2022 ,banking
150,Trainee Sales Executives - General Insurance - Leasing & Bancassurance ,Company Name Withheld 527,Colombo,Full-Time,24/05/2022 ,banking
151,Relationship Manager - Private Banking,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,banking
152,Human Resource Professionals,Company Name Withheld 250,Colombo,Full-Time,24/05/2022 ,banking
153,Senior Marketing Executive | AMW Capital Leasing Plc | Nugegoda,AMW Capital Leasing & Finance PLC,Colombo,Full-Time,10/06/2022 ,banking
154,Trainee Credit Executive,Abans PLC,Colombo,Full-Time,24/05/2022 ,banking
155,Delivery Managers / Delivery Leads - Fixed Income and Credit Research ,Acuity Knowledge Partners,Colombo,Full-Time,25/05/2022 ,banking
156,Senior Relationship Assistant - Business Banking,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,banking
157,Delivery Managers / Delivery Leads – Investment Research,Acuity Knowledge Partners,Colombo,Full-Time,25/05/2022 ,banking
158,Assistant Legal Officer,HDFC Bank of Sri Lanka,"Jaffna,Trincomalee,...",Full-Time,24/05/2022 ,banking
159,Deputy Relationship Manager - Private Banking,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,banking
160,Junior Operations Assistant  | Galle,Citizens Development Business Finance PLC (CDB),Galle,Full-Time,24/05/2022 ,banking
161,Trainee Officer - Finance Operations | Rajagiriya,LOLC Holdings PLC,Colombo,Full-Time,24/05/2022 ,banking
162,Technical Officer - Electrical,HDFC Bank of Sri Lanka,Colombo,Full-Time,24/05/2022 ,banking
163,Consulting Digital & Emerging Technologies – Java ,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,banking
164,Deputy Manager - Loan Review Mechanism,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,banking
165, React JS Developer ,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,banking
166,Consulting Digital & Emerging Technologies – .Net ,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,banking
167,Deputy Manager - Impairment,Nations Trust Bank,Colombo,Full-Time,24/05/2022 ,banking
168,Customer Service Assistant | Head Office - Colombo 10,LOLC Development Finance,Colombo,Full-Time,24/05/2022 ,banking
169,Audit Assistant,HDFC Bank of Sri Lanka,Colombo,Full-Time,24/05/2022 ,banking
170,Junior Operations Assistant  | Badulla,Citizens Development Business Finance PLC (CDB),Badulla,Full-Time,24/05/2022 ,banking
171,Head of Deposits,Abans Finance PLC,Colombo,Full-Time,24/05/2022 ,banking
172,Audit Trainee,Asia Asset Finance PLC,Colombo,Full-Time,24/05/2022 ,banking
173,Associate Sales Executive,Hitachi Digital Payment Solutions Limited,Colombo,Full-Time,24/05/2022 ,banking
174,Digital Architecture – Manager (Solution Architect),EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,banking
175,Angular Developer,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,banking
176,Receptionist Cum Telephone Operator,Asia Asset Finance PLC,Colombo,Full-Time,24/05/2022 ,banking
177,Senior Business Analyst,Hitachi Digital Payment Solutions Limited,Colombo,Full-Time,24/05/2022 ,banking
178,Consulting -Digital & Emerging Technologies - Technical Project Manager ,EY Global Delivery Services,Colombo,Full-Time,24/05/2022 ,banking
179,Officer Customer Verification - Trilingual,Dialog Finance PLC,Colombo,Full-Time,24/05/2022 ,banking
180,Deputy Manager - Financial Crime Compliance (Transaction Monitoring),Nations Trust Bank,Colombo,Permanent,24/05/2022 ,banking
181,Officer - Insurance Operations (Baduraliya / Chunnakkam / Batticaloa / Kalmunai) ,LOLC Holdings PLC,"Ampara,Jaffna,Kalu...",Full-Time,23/05/2022 ,banking
182,Firewall Engineer,LOLC Holdings PLC,Colombo,Full-Time,23/05/2022 ,banking
183,Senior Business Development Officer / Business Development Executive / Senior Marketing Officer/ Marketing Officer - Male ,Singer Finance (Lanka) PLC,Kurunagala,Full-Time,18/05/2022 ,banking
184,Executive - Life Bancassurance,LOLC Holdings PLC,"Colombo,Galle,Anur...",Full-Time,22/05/2022 ,banking
185,Backup Cashier - Colombo,LOLC Development Finance,Colombo,Full-Time,23/05/2022 ,banking
186,Stores Assistant | Colombo,LOLC Holdings PLC,Colombo,Full-Time,20/05/2022 ,banking
187,Officer in Charge / Associate Manager - Sales (Life Insurance),LOLC Holdings PLC,"Kegalle,Kurunagala",Full-Time,22/05/2022 ,banking
188,Software Engineer - Android Mobile Applications,LOLC Holdings PLC,Colombo,Full-Time,23/05/2022 ,banking
189,Manager / Senior Manager - Actuarial (Life Assurance Head Office),LOLC Holdings PLC,Colombo,Full-Time,22/05/2022 ,banking
190,Sales Executive - Fixed Deposits | AMW Capital Leasing and Finance PLC | Union Place,AMW Capital Leasing & Finance PLC,Colombo,Full-Time,04/06/2022 ,banking
191,Operations Officer | AMW Capital Leasing and Finance PLC | Union Place,AMW Capital Leasing & Finance PLC,Colombo,Full-Time,27/05/2022 ,banking
192,Executive / Senior Sales Executive / Assistant Business Promotion Manager / Business Promotion Manager / Sales Manager,Allianz Insurance Lanka Ltd,Colombo,Full-Time,19/05/2022 ,banking
193,Quality Assurance Engineer,LOLC Holdings PLC,Colombo,Full-Time,20/05/2022 ,banking
194,Management Trainee/Analyst - EY Strategy and Transactions,Ernst & Young,Colombo,Full-Time,19/05/2022 ,banking
195,Branch Underwriting and Operations - Jaffna / Vavuniya / Battcaloa,LOLC Holdings PLC,"Jaffna,Vavuniya,Ba...",Full-Time,22/05/2022 ,banking
196,Junior Cashier | AMW Capital Leasing and Finance PLC | Kiribathgoda,AMW Capital Leasing & Finance PLC,Colombo,Full-Time,23/05/2022 ,banking
197,Human Resources Business Partner | AMW Capital Leasing & Finance PLC | Union Place,AMW Capital Leasing & Finance PLC,Colombo,Full-Time,04/06/2022 ,banking
198,Join AIA as a Wealth Planner - Part-Time,AIA Sri Lanka,IslandWide,Part-Time,25/05/2022 ,banking
199,Marketing Executive | AMW Capital Leasing & Finance PLC | Wattala,AMW Capital Leasing & Finance PLC,"Colombo,Gampaha",Full-Time,28/05/2022 ,banking
200,Sales Officer - Matale,Dialog Finance PLC,Matale,Full-Time,19/05/2022 ,banking
201,Sales Officer - Gampaha,Dialog Finance PLC,Gampaha,Full-Time,19/05/2022 ,banking
202,Executive - Typist,Abans Finance PLC,Colombo,Full-Time,19/05/2022 ,banking
203,Data Processing Executive (Fixed Term Contract),HSBC Bank,Colombo,Contract Basis,19/05/2022 ,banking
204,Executive - Research & Development (Customer Relationship Management),LOLC Holdings PLC,Colombo,Full-Time,18/05/2022 ,banking
205,Sales Officers - Islandwide,Dialog Finance PLC,IslandWide,Full-Time,25/05/2022 ,banking
206,Wealth Planner,AIA Insurance,Colombo,Full-Time,19/05/2022 ,banking
207,Manager - IT Infrastructure,Dialog Finance PLC,Colombo,Full-Time,19/05/2022 ,banking
208,Senior Assistant - Financial Reporting,Nations Trust Bank,Colombo,Full-Time,19/05/2022 ,banking
209,Internal Audit Executive - Gold Loans,Citizens Development Business Finance PLC (CDB),"Colombo,IslandWide",Full-Time,19/05/2022 ,banking
210,Assistant Investigations Manager,HSBC Bank,Colombo,Full-Time,18/05/2022 ,banking
211,Third Party Risk Management - Case Advisor,HSBC Bank,Colombo,Full-Time,18/05/2022 ,banking
212,Senior Assistant - Strategic Relationships ,Nations Trust Bank,Colombo,Full-Time,18/05/2022 ,banking
213,Fund Administrators – HSBC Securities Services,HSBC Bank,Colombo,Full-Time,18/05/2022 ,banking
214,Fund Administration Supervisor ,HSBC Bank,Colombo,Full-Time,18/05/2022 ,banking
215,Consulting D&A - SQL/TSQL + (SSIS and/or Informatica and/or Talend) ,EY Global Delivery Services,Colombo,Full-Time,18/05/2022 ,banking
216,Consulting D&A - Azure Data Engineer ,EY Global Delivery Services,Colombo,Full-Time,18/05/2022 ,banking
217,Senior Network Engineer,Nations Trust Bank,Colombo,Full-Time,18/05/2022 ,banking
218,Phone Verification Executive ,AV Business Solutions Pvt Ltd,Colombo,Full-Time,18/05/2022 ,banking
219,Junior Operations Assistant - Head Office,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,18/05/2022 ,banking
220,Quality Assurance Specialist,HSBC Bank,Colombo,Full-Time,18/05/2022 ,banking
221,Recovery Officer | Island wide,LOLC Development Finance,IslandWide,Full-Time,18/05/2022 ,banking
222,Executive - Finance Corporate - LOLC Advanced Technologies Pvt Ltd,LOLC Holdings PLC,Colombo,Full-Time,18/05/2022 ,banking
223,Business Promotion Executive / Business Promotion Manager / Sales Executive,Coop Insurance,Matara,Full-Time,18/05/2022 ,banking
224,Senior Accounting Associate,RR Donnelley Outsource (Pvt) Ltd​,Colombo,Full-Time,18/05/2022 ,banking
225,Relationship Managers - Merchant Acquiring,CrossBorder Payments (Private) Limited,Colombo,Full-Time,18/05/2022 ,banking
226,Manager HR Advisory,HSBC Bank,Colombo,Full-Time,18/05/2022 ,banking
227,Executive - Research & Development - Nawala Central Contact Centre,LOLC Holdings PLC,Colombo,Full-Time,18/05/2022 ,banking
228,Recovery Officer - Leasing (Asset Backed) ,LOLC Development Finance,IslandWide,Full-Time,18/05/2022 ,banking
229,Assistant Vice President – Triage Manager,HSBC Bank,Colombo,Full-Time,18/05/2022 ,banking
230,Trainee Sales Officers - North Central Province,Dialog Finance PLC,"Anuradhapura,Polonn...",Full-Time,18/05/2022 ,banking
231,Wealth Planner - Colombo,SPARX TEAM,Colombo,Full-Time,17/05/2022 ,banking
232,Banking Trainee,Nations Trust Bank,Colombo,Full-Time,18/05/2022 ,banking
233,Deputy Manager - Fraud Risk Management & Operations,LOLC Holdings PLC,Colombo,Full-Time,18/05/2022 ,banking
234,Data Analyst,Dialog Finance PLC,Colombo,Full-Time,18/05/2022 ,banking
235,Finance Officer,Gift Management International Private Limited,Colombo,Full-Time,18/05/2022 ,banking
236,Sales Officers - Uva Province,Dialog Finance PLC,"Badulla,Moneragala",Full-Time,18/05/2022 ,banking
